Query Acc.ver,Subject Acc.ver,Per. identity,Alignment Length,Mismatches,Gap Opens,Q. start,Q. end,S. start,S. end,E value,Bit Score
gene0763,CP054425.1,100,1401,0,0,1,1401,1395460,1396860,0,2588
gene0764,CP054425.1,100,885,0,0,1,885,1395357,1394473,0,1635
gene0765,CP054425.1,100,693,0,0,1,693,1393651,1394343,0,1280
gene0766,CP054425.1,100,2088,0,0,1,2088,1393449,1391362,0,3856
gene0767,CP054425.1,100,879,0,0,1,879,1391347,1390469,0,1624
gene0768,CP054425.1,100,948,0,0,1,948,1390358,1389411,0,1751
gene0769,CP054425.1,100,669,0,0,1,669,1389335,1388667,0,1236
gene0770,CP054425.1,100,264,0,0,1,264,1388604,1388341,2.86E-133,488
gene0771,CP054425.1,100,852,0,0,1,852,1388329,1387478,0,1574
gene0772,CP054425.1,100,618,0,0,1,618,1387464,1386847,0,1142
gene0773,CP054425.1,100,978,0,0,1,978,1386857,1385880,0,1807
gene0774,CP054425.1,100,333,0,0,1,333,1385880,1385548,1.64E-171,616
gene0775,CP054425.1,100,822,0,0,1,822,1385532,1384711,0,1519
gene0776,CP054425.1,100,444,0,0,1,444,1384704,1384261,0,821
gene0777,CP054425.1,100,633,0,0,1,633,1384160,1383528,0,1170
gene0778,CP054425.1,100,465,0,0,1,465,1383397,1382933,0,859
gene0779,CP054425.1,100,981,0,0,1,981,1381796,1382776,0,1812
gene0780,CP054425.1,100,129,0,0,1,129,1381723,1381595,1.31E-58,239
gene0781,CP054425.1,100,258,0,0,1,258,1381326,1381583,6.03E-130,477
gene0782,CP054425.1,100,129,0,0,1,129,1381361,1381233,1.31E-58,239
gene0783,CP054425.1,100,333,0,0,1,333,1381223,1380891,1.64E-171,616
gene0784,CP054425.1,100,720,0,0,1,720,1379340,1380059,0,1330
gene0785,CP054425.1,100,324,0,0,1,324,1378885,1379208,1.60E-166,599
gene0786,CP054425.1,100,2292,0,0,1,2292,1376456,1378747,0,4233
gene0787,CP054425.1,100,252,0,0,1,252,1376476,1376225,1.27E-126,466
gene0788,CP054425.1,100,318,0,0,1,318,1375826,1376143,3.39E-163,588
gene0789,CP054425.1,100,1914,0,0,1,1914,1373902,1375815,0,3535
gene0790,CP054425.1,100,1530,0,0,1,1530,1372233,1373762,0,2826
gene0791,CP054425.1,100,120,0,0,1,120,1372115,1371996,1.19E-53,222
gene0793,CP054425.1,100,2130,0,0,1,2130,1369724,1371853,0,3934
gene0794,CP054425.1,100,771,0,0,1,771,1368957,1369727,0,1424
gene0795,CP054425.1,100,969,0,0,1,969,1368761,1367793,0,1790
gene0796,CP054425.1,100,1554,0,0,1,1554,1365892,1367445,0,2870
gene0797,CP054425.1,100,1380,0,0,1,1380,1364481,1365860,0,2549
gene0798,CP054425.1,100,912,0,0,1,912,1363550,1364461,0,1685
gene0799,CP054425.1,100,1203,0,0,1,1203,1362348,1363550,0,2222
gene0800,CP054425.1,100,591,0,0,1,591,1361661,1362251,0,1092
gene0801,CP054425.1,100,447,0,0,1,447,1361172,1361618,0,826
gene0802,CP054425.1,100,1065,0,0,1,1065,1360045,1361109,0,1967
gene0803,CP054425.1,100,627,0,0,1,627,1359419,1360045,0,1158
gene0804,CP054425.1,100,585,0,0,1,585,1358777,1359361,0,1081
gene0805,CP054425.1,100,756,0,0,1,756,1358016,1358771,0,1397
gene0806,CP054425.1,100,588,0,0,1,588,1357289,1357876,0,1086
gene0807,CP054425.1,100,2034,0,0,1,2034,1355247,1357280,0,3757
gene0812,CP054425.1,100,834,0,0,1,834,1354427,1353594,0,1541
gene0813,CP054425.1,100,885,0,0,1,885,1352493,1353377,0,1635
gene0814,CP054425.1,100,792,0,0,1,792,1352348,1351557,0,1463
gene0815,CP054425.1,100,1185,0,0,1,1185,1350249,1351433,0,2189
gene0816,CP054425.1,100,174,0,0,1,174,1350124,1349951,1.87E-83,322
gene0817,CP054425.1,100,507,0,0,1,507,1349919,1349413,0,937
gene0818,CP054425.1,100,1254,0,0,1,1254,1348038,1349291,0,2316
gene0819,CP054425.1,100,378,0,0,1,378,1347427,1347804,0,699
gene0820,CP054425.1,100,132,0,0,1,132,1347299,1347430,2.91E-60,244
gene0821,CP054425.1,100,249,0,0,1,249,1346498,1346250,5.83E-125,460
gene0822,CP054425.1,100,303,0,0,1,303,1346237,1345935,7.00E-155,560
gene0823,CP054425.1,100,768,0,0,1,768,1345938,1345171,0,1419
gene0824,CP054425.1,100,234,0,0,1,234,1344782,1344549,1.18E-116,433
gene0825,CP054425.1,100,342,0,0,1,342,1344435,1344094,1.68E-176,632
gene0826,CP054425.1,100,186,0,0,1,186,1344019,1343834,4.34E-90,344
gene0827,CP054425.1,100,390,0,0,1,390,1343766,1343377,0,721
gene0828,CP054425.1,100,333,0,0,1,333,1343380,1343048,1.64E-171,616
gene0829,CP054425.1,100,138,0,0,1,138,1343010,1342873,1.43E-63,255
gene0830,CP054425.1,100,405,0,0,1,405,1342886,1342482,0,749
gene0831,CP054425.1,100,396,0,0,1,396,1342485,1342090,0,732
gene0832,CP054425.1,100,1005,0,0,1,1005,1342097,1341093,0,1857
gene0833,CP054425.1,100,930,0,0,1,930,1341078,1340149,0,1718
gene0834,CP054425.1,100,144,0,0,1,144,1340117,1339974,6.98E-67,267
gene0835,CP054525.1,100,798,0,0,1,798,1921055,1921852,0,1474
gene0836,CP054425.1,100,1488,0,0,1,1488,1339079,1337592,0,2748
gene0837,CP054425.1,100,366,0,0,1,366,1337400,1337035,0,676
gene0838,CP054425.1,100,171,0,0,1,171,1337031,1336861,8.52E-82,316
gene0839,CP054425.1,100,207,0,0,1,207,1336861,1336655,1.04E-101,383
gene0840,CP054425.1,100,228,0,0,1,228,1336658,1336431,2.48E-113,422
gene0841,CP054425.1,100,510,0,0,1,510,1336263,1335754,0,942
gene0842,CP054425.1,100,594,0,0,1,594,1335570,1334977,0,1098
gene0843,CP114053.1,100,342,0,0,1,342,1263905,1263564,1.68E-176,632
gene0844,CP054425.1,100,462,0,0,1,462,1334458,1333997,0,854
gene0845,CP054425.1,100,411,0,0,1,411,1333919,1333509,0,760
gene0846,CP054425.1,100,405,0,0,1,405,1333393,1332989,0,749
gene0847,CP054425.1,100,1425,0,0,1,1425,1332996,1331572,0,2632
gene0848,CP054425.1,100,1563,0,0,1,1563,1331575,1330013,0,2887
gene0849,CP054425.1,100,1170,0,0,1,1170,1330034,1328865,0,2161
gene0851,CP054425.1,100,522,0,0,1,522,1328621,1328100,0,965
gene0852,CP054425.1,100,891,0,0,1,891,1328063,1327173,0,1646
gene0853,CP054425.1,100,336,0,0,1,336,1327173,1326838,3.56E-173,621
gene0854,CP054425.1,100,414,0,0,1,414,1326826,1326413,0,765
gene0855,CP054425.1,100,324,0,0,1,324,1326413,1326090,1.60E-166,599
gene0856,CP054425.1,100,246,0,0,1,246,1326085,1325840,2.67E-123,455
gene0857,CP054425.1,100,363,0,0,1,363,1325807,1325445,0,671
gene0858,CP054425.1,100,867,0,0,1,867,1325393,1324527,0,1602
gene0859,CP054425.1,100,372,0,0,1,372,1324404,1324033,0,688
gene0860,CP054425.1,100,393,0,0,1,393,1323621,1324013,0,726
gene0861,CP054425.1,100,2619,0,0,1,2619,1323604,1320986,0,4837
gene0862,CP054425.1,100,735,0,0,1,735,1320970,1320236,0,1358
gene0863,CP054425.1,100,1098,0,0,1,1098,1320198,1319101,0,2028
gene0864,CP054425.1,100,1134,0,0,1,1134,1319104,1317971,0,2095
gene0865,CP054425.1,100,366,0,0,1,366,1317945,1317580,0,676
gene0866,CP054425.1,100,1629,0,0,1,1629,1317563,1315935,0,3009
gene0867,CP054425.1,100,114,0,0,1,114,1315838,1315951,2.40E-50,211
gene0868,CP054425.1,100,666,0,0,1,666,1315886,1315221,0,1230
gene0869,CP054425.1,100,396,0,0,1,396,1315198,1314803,0,732
gene0870,CP054425.1,100,1107,0,0,1,1107,1314739,1313633,0,2045
gene0871,CP054425.1,100,312,0,0,1,312,1313554,1313243,7.19E-160,577
gene0872,CP054425.1,100,1146,0,0,1,1146,1311865,1313010,0,2117
gene0873,CP054425.1,100,1101,0,0,1,1101,1310709,1311809,0,2034
gene0874,CP054425.1,100,2109,0,0,1,2109,1310318,1308210,0,3895
gene0875,CP054425.1,100,1104,0,0,1,1104,1308037,1306934,0,2039
gene0876,CP054425.1,100,1371,0,0,1,1371,1306760,1305390,0,2532
gene0877,CP054425.1,100,1359,0,0,1,1359,1304035,1305393,0,2510
gene0878,CP054425.1,100,1557,0,0,1,1557,1302475,1304031,0,2876
gene0879,CP054425.1,100,852,0,0,1,852,1301513,1302364,0,1574
gene0880,CP054425.1,100,1014,0,0,1,1014,1300503,1301516,0,1873
gene0881,CP054425.1,100,249,0,0,1,249,1300216,1300464,5.83E-125,460
gene0882,CP054425.1,100,804,0,0,1,804,1299349,1300152,0,1485
gene0883,CP054425.1,100,1233,0,0,1,1233,1298059,1299291,0,2278
gene0884,CP054425.1,100,951,0,0,1,951,1296967,1297917,0,1757
gene0885,CP054425.1,100,987,0,0,1,987,1295782,1296768,0,1823
gene0886,CP054425.1,100,972,0,0,1,972,1294811,1295782,0,1796
gene0887,CP054425.1,100,2289,0,0,1,2289,1292414,1294702,0,4228
gene0888,CP054425.1,100,3036,0,0,1,3036,1289151,1292186,0,5607
gene0889,CP054425.1,100,237,0,0,1,237,1289021,1288785,2.58E-118,438
gene0890,CP054425.1,100,324,0,0,1,324,1287937,1288260,1.60E-166,599
gene0891,CP054425.1,100,2076,0,0,1,2076,1285753,1287828,0,3834
gene0892,CP054425.1,100,1488,0,0,1,1488,1284275,1285762,0,2748
gene0893,CP054425.1,100,663,0,0,1,663,1283616,1284278,0,1225
gene0894,CP054425.1,100,1614,0,0,1,1614,1282006,1283619,0,2981
gene0895,CP054425.1,100,123,0,0,1,123,1281839,1281961,2.66E-55,228
gene0896,CP054425.1,100,1119,0,0,1,1119,1280689,1281807,0,2067
gene0897,CP054425.1,100,762,0,0,1,762,1279815,1280576,0,1408
gene0898,CP054425.1,100,1068,0,0,1,1068,1278751,1279818,0,1973
gene0899,CP054425.1,100,780,0,0,1,780,1277887,1278666,0,1441
gene0900,CP054425.1,100,675,0,0,1,675,1277695,1277021,0,1247
gene0901,CP054425.1,100,1497,0,0,1,1497,1277024,1275528,0,2765
gene0902,CP054425.1,100,258,0,0,1,258,1275387,1275130,6.03E-130,477
gene0903,CP054425.1,100,564,0,0,1,564,1274900,1274337,0,1042
gene0904,CP054425.1,100,207,0,0,1,207,1274359,1274153,1.04E-101,383
gene0905,CP054425.1,100,255,0,0,1,255,1273914,1274168,2.77E-128,472
gene0906,CP054425.1,100,852,0,0,1,852,1272821,1273672,0,1574
gene0907,CP054425.1,100,708,0,0,1,708,1271989,1272696,0,1308
gene0908,CP054425.1,100,1602,0,0,1,1602,1270252,1271853,0,2959
gene0909,CP054425.1,100,711,0,0,1,711,1269977,1269267,0,1314
gene0910,CP054425.1,100,954,0,0,1,954,1269265,1268312,0,1762
gene0911,CP054425.1,100,648,0,0,1,648,1268264,1267617,0,1197
gene0912,CP054425.1,100,1557,0,0,1,1557,1265996,1267552,0,2876
gene0913,CP054425.1,100,396,0,0,1,396,1265520,1265915,0,732
gene0914,CP054425.1,100,717,0,0,1,717,1264670,1265386,0,1325
gene0915,CP054425.1,100,423,0,0,1,423,1264456,1264034,0,782
gene0916,CP054425.1,100,1170,0,0,1,1170,1262830,1263999,0,2161
gene0917,CP054425.1,100,987,0,0,1,987,1261631,1262617,0,1823
gene0918,CP054425.1,100,558,0,0,1,558,1261050,1261607,0,1031
gene0919,CP054425.1,100,741,0,0,1,741,1260245,1260985,0,1369
gene0920,CP054425.1,100,852,0,0,1,852,1259191,1260042,0,1574
gene0921,CP054425.1,100,822,0,0,1,822,1258291,1259112,0,1519
gene0922,CP054425.1,100,183,0,0,1,183,1258311,1258129,1.98E-88,339
gene0923,CP054425.1,100,489,0,0,1,489,1257429,1257917,0,904
gene0924,CP054425.1,100,2097,0,0,1,2097,1255327,1257423,0,3873
gene0925,CP054425.1,100,492,0,0,1,492,1254745,1255236,0,909
gene0926,CP054425.1,100,1125,0,0,1,1125,1253459,1254583,0,2078
gene0927,CP054425.1,100,1221,0,0,1,1221,1253331,1252111,0,2255
gene0928,CP054425.1,100,1668,0,0,1,1668,1251898,1250231,0,3081
gene0929,CP054425.1,100,426,0,0,1,426,1249856,1249431,0,787
gene0930,CP054425.1,100,126,0,0,1,126,1249239,1249364,5.91E-57,233
gene0933,CP054425.1,100,672,0,0,1,672,1248152,1248823,0,1242
gene0934,CP054425.1,100,1320,0,0,1,1320,1246828,1248147,0,2438
gene0935,CP054425.1,100,225,0,0,1,225,1246510,1246734,1.14E-111,416
gene0936,CP054425.1,100,489,0,0,1,489,1245893,1246381,0,904
gene0937,CP054425.1,100,846,0,0,1,846,1244981,1245826,0,1563
gene0938,CP054425.1,100,840,0,0,1,840,1244127,1244966,0,1552
gene0939,CP054425.1,100,840,0,0,1,840,1243291,1244130,0,1552
gene0940,CP054425.1,100,297,0,0,1,297,1243287,1242991,1.48E-151,549
gene0941,CP054425.1,100,123,0,0,1,123,634161,634283,2.66E-55,228
gene0942,CP054425.1,100,849,0,0,1,849,634680,635528,0,1568
gene0943,CP054425.1,100,3045,0,0,1,3045,635525,638569,0,5624
gene0944,CP054425.1,100,645,0,0,1,645,638588,639232,0,1192
gene0945,CP054425.1,100,192,0,0,1,192,639376,639185,2.08E-93,355
gene0946,CP054425.1,100,1692,0,0,1,1692,639677,641368,0,3125
gene0948,CP054425.1,100,951,0,0,1,951,641888,642838,0,1757
gene0949,CP054425.1,100,438,0,0,1,438,643075,643512,0,809
gene0950,CP054425.1,100,852,0,0,1,852,643585,644436,0,1574
gene0951,CP054425.1,100,387,0,0,1,387,644477,644863,0,715
gene0952,CP054425.1,100,801,0,0,1,801,645736,646536,0,1480
gene0953,CP054425.1,100,348,0,0,1,348,646893,646546,7.90E-180,643
gene0954,CP054425.1,100,234,0,0,1,234,647116,646883,1.18E-116,433
gene0955,CP054425.1,100,1350,0,0,1,1350,647413,648762,0,2494
gene0956,CP054425.1,100,1173,0,0,1,1173,649145,650317,0,2167
gene0957,CP054425.1,100,1044,0,0,1,1044,651369,650326,0,1929
gene0958,CP054425.1,100,1314,0,0,1,1314,651706,653019,0,2427
gene0959,CP054425.1,100,390,0,0,1,390,653218,653607,0,721
gene0960,CP054425.1,100,525,0,0,1,525,653641,654165,0,970
gene0961,CP054425.1,100,897,0,0,1,897,654162,655058,0,1657
gene0962,CP054425.1,100,1620,0,0,1,1620,655173,656792,0,2992
gene0963,CP054425.1,100,1773,0,0,1,1773,656869,658641,0,3275
gene0964,CP054425.1,100,633,0,0,1,633,658714,659346,0,1170
gene0965,CP054425.1,100,1980,0,0,1,1980,659410,661389,0,3657
gene0966,CP054425.1,100,183,0,0,1,183,661698,661880,1.98E-88,339
gene0967,CP054425.1,100,1107,0,0,1,1107,662390,663496,0,2045
gene0968,CP054425.1,100,1572,0,0,1,1572,663625,665196,0,2904
gene0969,CP054425.1,100,1215,0,0,1,1215,665242,666456,0,2244
gene0970,CP054425.1,100,330,0,0,1,330,667064,666735,7.55E-170,610
gene0971,CP054425.1,100,303,0,0,1,303,667472,667170,7.00E-155,560
gene0972,CP054425.1,100,1521,0,0,1,1521,669186,667666,0,2809
gene0973,CP054425.1,100,1230,0,0,1,1230,669407,670636,0,2272
gene0975,CP054425.1,100,147,0,0,1,147,671029,671175,1.54E-68,272
gene0976,CP054425.1,100,1089,0,0,1,1089,671328,672416,0,2012
gene0977,CP054425.1,100,888,0,0,1,888,672556,673443,0,1640
gene0978,CP054425.1,100,138,0,0,1,138,673616,673753,1.43E-63,255
gene0979,CP054425.1,100,1101,0,0,1,1101,673818,674918,0,2034
gene0980,CP054425.1,100,126,0,0,1,126,675141,675016,5.91E-57,233
gene0981,CP054425.1,100,924,0,0,1,924,675133,676056,0,1707
gene0982,CP054425.1,100,1071,0,0,1,1071,676073,677143,0,1978
gene0983,CP054425.1,100,864,0,0,1,864,677146,678009,0,1596
gene0984,CP054425.1,100,705,0,0,1,705,678009,678713,0,1303
gene0985,CP054425.1,100,675,0,0,1,675,679056,679730,0,1247
gene0986,CP054425.1,100,1284,0,0,1,1284,679727,681010,0,2372
gene0987,CP054425.1,100,1554,0,0,1,1554,681063,682616,0,2870
gene0988,CP054425.1,100,135,0,0,1,135,682765,682631,6.45E-62,250
gene0989,CP054425.1,100,651,0,0,1,651,682784,683434,0,1203
gene0990,CP054425.1,100,1419,0,0,1,1419,683483,684901,0,2621
gene0991,CP054425.1,100,123,0,0,1,123,685504,685626,2.66E-55,228
gene0992,CP054425.1,100,180,0,0,1,180,685783,685962,9.02E-87,333
gene0993,CP054425.1,100,420,0,0,1,420,686431,686012,0,776
gene0994,CP054425.1,100,1794,0,0,1,1794,686573,688366,0,3314
gene0995,CP054425.1,100,723,0,0,1,723,692463,693185,0,1336
gene0996,CP054425.1,100,2175,0,0,1,2175,695442,693268,0,4017
gene0997,CP054425.1,100,981,0,0,1,981,695619,696599,0,1812
gene0998,CP054425.1,100,783,0,0,1,783,696746,697528,0,1447
gene0999,CP054425.1,100,231,0,0,1,231,697817,697587,5.41E-115,427
gene1000,CP054425.1,100,1293,0,0,1,1293,697803,699095,0,2388
gene1001,CP054425.1,100,1020,0,0,1,1020,700489,699470,0,1884
gene1002,CP054425.1,100,144,0,0,1,144,700590,700733,6.98E-67,267
gene1003,CP054425.1,100,1086,0,0,1,1086,701803,700718,0,2006
gene1004,CP054425.1,100,4263,0,0,1,4263,701881,706143,0,7873
gene1005,CP054425.1,100,306,0,0,1,306,707629,707324,1.52E-156,566
gene1006,CP054425.1,100,456,0,0,1,456,707763,708218,0,843
gene1007,CP054425.1,100,1056,0,0,1,1056,709304,708249,0,1951
gene1008,CP054425.1,100,1173,0,0,1,1173,709449,710621,0,2167
gene1009,CP054425.1,100,909,0,0,1,909,711945,711037,0,1679
gene1011,CP054425.1,100,231,0,0,1,231,712616,712846,5.41E-115,427
gene1012,CP054425.1,100,429,0,0,1,429,713015,713443,0,793
gene1013,CP054425.1,100,1857,0,0,1,1857,713649,715505,0,3430
gene1014,CP054425.1,100,525,0,0,1,525,716173,715649,0,970
gene1015,CP054425.1,100,1173,0,0,1,1173,716415,717587,0,2167
gene1016,CP054425.1,100,303,0,0,1,303,717909,717607,7.00E-155,560
gene1017,CP054425.1,100,1359,0,0,1,1359,719317,717959,0,2510
gene1018,CP054425.1,100,150,0,0,1,150,719349,719498,3.40E-70,278
gene1019,CP054425.1,100,2409,0,0,1,2409,719795,722203,0,4449
gene1020,CP054425.1,100,729,0,0,1,729,722358,723086,0,1347
gene1021,CP054425.1,100,5115,0,0,1,5115,723316,728430,0,9446
gene1022,CP054425.1,100,588,0,0,1,588,728643,729230,0,1086
gene1023,CP054425.1,100,1305,0,0,1,1305,729223,730527,0,2410
gene1024,CP054425.1,100,1278,0,0,1,1278,730665,731942,0,2361
gene1025,CP054425.1,100,555,0,0,1,555,732102,732656,0,1026
gene1026,CP054425.1,100,288,0,0,1,288,732607,732894,1.44E-146,532
gene1027,CP054425.1,100,402,0,0,1,402,732881,733282,0,743
gene1028,CP054425.1,100,1242,0,0,1,1242,733374,734615,0,2294
gene1029,CP054425.1,100,177,0,0,1,177,734707,734883,4.11E-85,327
gene1030,CP054425.1,100,318,0,0,1,318,735451,735134,3.39E-163,588
gene1031,CP054425.1,100,1917,0,0,1,1917,735452,737368,0,3541
gene1032,CP054425.1,100,915,0,0,1,915,737365,738279,0,1690
gene1033,CP054425.1,100,1878,0,0,1,1878,738276,740153,0,3469
gene1034,CP054425.1,100,1401,0,0,1,1401,740168,741568,0,2588
gene1035,CP054425.1,100,1062,0,0,1,1062,741570,742631,0,1962
gene1036,CP054425.1,100,483,0,0,1,483,742625,743107,0,893
gene1037,CP054425.1,100,1812,0,0,1,1812,743111,744922,0,3347
gene1038,CP054425.1,100,825,0,0,1,825,744915,745739,0,1524
gene1039,CP054425.1,100,651,0,0,1,651,745847,746497,0,1203
gene1040,CP054425.1,100,2160,0,0,1,2160,746540,748699,0,3989
gene1041,CP054425.1,100,534,0,0,1,534,748983,749516,0,987
gene1042,CP054425.1,100,1959,0,0,1,1959,749513,751471,0,3618
gene1043,CP054425.1,100,2016,0,0,1,2016,751468,753483,0,3723
gene1044,CP054425.1,100,1026,0,0,1,1026,753663,754688,0,1895
gene1045,CP054425.1,100,504,0,0,1,504,754834,755337,0,931
gene1046,CP054425.1,100,921,0,0,1,921,755402,756322,0,1701
gene1047,CP054425.1,100,1431,0,0,1,1431,756424,757854,0,2643
gene1048,CP054425.1,100,129,0,0,1,129,758364,758236,1.31E-58,239
gene1049,CP054425.1,100,642,0,0,1,642,758407,759048,0,1186
gene1050,CP054425.1,100,1002,0,0,1,1002,759654,760655,0,1851
gene1051,CP114053.1,100,759,0,0,1,759,690001,690759,0,1402
gene1052,CP054425.1,100,912,0,0,1,912,761803,762714,0,1685
gene1053,CP054425.1,100,945,0,0,1,945,762711,763655,0,1746
gene1054,CP054425.1,100,684,0,0,1,684,763715,764398,0,1264
gene1055,CP054425.1,100,2040,0,0,1,2040,766495,764456,0,3768
gene1056,CP054425.1,100,204,0,0,1,204,766490,766693,4.79E-100,377
gene1057,CP054425.1,100,1569,0,0,1,1569,767070,768638,0,2898
gene1058,CP054425.1,100,180,0,0,1,180,768786,768607,9.02E-87,333
gene1059,CP054425.1,100,924,0,0,1,924,768823,769746,0,1707
gene1060,CP114053.1,100,2145,0,0,1,2145,698845,700989,0,3962
gene1061,CP054425.1,100,855,0,0,1,855,771889,772743,0,1580
gene1062,CP054425.1,100,969,0,0,1,969,772890,773858,0,1790
gene1063,CP054425.1,100,1173,0,0,1,1173,775099,773927,0,2167
gene1064,CP054425.1,100,453,0,0,1,453,775633,775181,0,837
gene1065,CP054425.1,100,3312,0,0,1,3312,775655,778966,0,6117
gene1066,CP054425.1,100,1230,0,0,1,1230,779357,780586,0,2272
gene1067,CP054425.1,100,3213,0,0,1,3213,780588,783800,0,5934
gene1068,CP054425.1,100,1701,0,0,1,1701,783817,785517,0,3142
gene1069,CP054425.1,100,549,0,0,1,549,785643,786191,0,1014
gene1070,CP054425.1,100,1179,0,0,1,1179,786310,787488,0,2178
gene1071,CP054425.1,100,309,0,0,1,309,787988,788296,3.31E-158,571
gene1072,CP054425.1,100,1014,0,0,1,1014,788973,789986,0,1873
gene1073,CP054425.1,100,86,0,0,41,126,791366,791451,1.02E-34,159
gene1074,CP054425.1,100,144,0,0,1,144,1530681,1530538,6.98E-67,267
gene1075,CP054425.1,100,354,0,0,1,354,1529910,1530263,0,654
gene1076,CP054425.1,100,297,0,0,1,297,1529624,1529920,1.48E-151,549
gene1077,CP054425.1,100,267,0,0,1,267,1529288,1529554,6.23E-135,494
gene1078,CP054425.1,100,684,0,0,1,684,1529222,1528539,0,1264
gene1079,CP054425.1,100,399,0,0,1,399,1528456,1528058,0,737
gene1080,CP054425.1,100,237,0,0,1,237,1528058,1527822,2.58E-118,438
gene1081,CP054425.1,100,2679,0,0,1,2679,1527693,1525015,0,4948
gene1082,CP054425.1,100,435,0,0,1,435,1524985,1524551,0,804
gene1083,CP054425.1,100,1182,0,0,1,1182,1524537,1523356,0,2183
gene1084,CP054425.1,100,399,0,0,1,399,1522791,1523189,0,737
gene1085,CP054425.1,100,1146,0,0,1,1146,1522610,1521465,0,2117
gene1086,CP054425.1,100,1623,0,0,1,1623,1521382,1519760,0,2998
gene1087,CP054425.1,100,447,0,0,1,447,1519596,1519150,0,826
gene1088,CP054425.1,100,1662,0,0,1,1662,1518921,1517260,0,3070
gene1089,CP054425.1,100,1500,0,0,1,1500,1517031,1515532,0,2771
gene1090,CP054425.1,100,1236,0,0,1,1236,1515526,1514291,0,2283
gene1091,CP054425.1,100,780,0,0,1,780,1514265,1513486,0,1441
gene1092,CP054425.1,100,1275,0,0,1,1275,1513348,1512074,0,2355
gene1093,CP054425.1,100,540,0,0,1,540,1512047,1511508,0,998
gene1094,CP054425.1,100,594,0,0,1,594,1511501,1510908,0,1098
gene1095,CP054425.1,100,1245,0,0,1,1245,1509574,1510818,0,2300
gene1096,CP054425.1,100,879,0,0,1,879,1508494,1509372,0,1624
gene1098,CP054425.1,100,750,0,0,1,750,1508202,1507453,0,1386
gene1099,CP054425.1,100,342,0,0,1,342,1507407,1507066,1.68E-176,632
gene1100,CP054425.1,100,1122,0,0,1,1122,1506993,1505872,0,2073
gene1101,CP054425.1,100,549,0,0,1,549,1505882,1505334,0,1014
gene1102,CP054425.1,100,1434,0,0,1,1434,1505258,1503825,0,2649
gene1103,CP054425.1,100,1068,0,0,1,1068,1503823,1502756,0,1973
gene1104,CP054425.1,100,2112,0,0,1,2112,1500571,1502682,0,3901
gene1105,CP054425.1,100,1164,0,0,1,1164,1500230,1499067,0,2150
gene1106,CP054425.1,100,306,0,0,1,306,1499051,1498746,1.52E-156,566
gene1107,CP054425.1,100,1425,0,0,1,1425,1498746,1497322,0,2632
gene1108,CP054425.1,100,1038,0,0,1,1038,1496238,1497275,0,1917
gene1109,CP054425.1,100,624,0,0,1,624,1495809,1495186,0,1153
gene1110,CP054425.1,100,1128,0,0,1,1128,1494961,1493834,0,2084
gene1111,CP054425.1,100,816,0,0,1,816,1493550,1492735,0,1507
gene1112,CP054425.1,100,771,0,0,1,771,1492209,1491439,0,1424
gene1113,CP054425.1,100,261,0,0,1,261,1490967,1491227,1.31E-131,483
gene1114,CP054425.1,100,1839,0,0,1,1839,1490778,1488940,0,3397
gene1115,CP054425.1,100,1179,0,0,1,1179,1488876,1487698,0,2178
gene1116,CP054425.1,100,1092,0,0,1,1092,1487625,1486534,0,2017
gene1117,CP054425.1,100,219,0,0,1,219,1486167,1486385,2.38E-108,405
gene1118,CP054425.1,100,132,0,0,1,132,1486008,1486139,2.91E-60,244
gene1119,CP054425.1,100,120,0,0,1,120,1485923,1485804,1.19E-53,222
gene1120,CP054425.1,100,1047,0,0,1,1047,1485745,1484699,0,1934
gene1121,CP054425.1,100,4581,0,0,1,4581,1484549,1479969,0,8460
gene1122,CP054425.1,100,1536,0,0,1,1536,1479967,1478432,0,2837
gene1123,CP054425.1,100,1641,0,0,1,1641,1478243,1476603,0,3031
gene1124,CP054425.1,100,1896,0,0,1,1896,1476444,1474549,0,3502
gene1125,CP054425.1,100,414,0,0,1,414,1474390,1473977,0,765
gene1126,CP054425.1,100,1251,0,0,1,1251,1473848,1472598,0,2311
gene1127,CP054425.1,100,849,0,0,1,849,1472446,1471598,0,1568
gene1128,CP054425.1,100,846,0,0,1,846,1471500,1470655,0,1563
gene1129,CP054425.1,100,156,0,0,1,156,1470545,1470390,1.65E-73,289
gene1130,CP054425.1,100,183,0,0,1,183,1470235,1470053,1.98E-88,339
gene1131,CP054425.1,100,408,0,0,1,408,1469872,1469465,0,754
gene1132,CP054425.1,100,825,0,0,1,825,1468538,1469362,0,1524
gene1133,CP054425.1,100,435,0,0,1,435,1468286,1467852,0,804
gene1134,CP054425.1,100,240,0,0,1,240,1467650,1467889,5.62E-120,444
gene1135,CP054425.1,100,390,0,0,1,390,1467205,1467594,0,721
gene1136,CP054425.1,100,2175,0,0,1,2175,1467166,1464992,0,4017
gene1137,CP054425.1,100,2124,0,0,1,2124,1462603,1464726,0,3923
gene1138,CP054425.1,100,126,0,0,1,126,1462473,1462348,5.91E-57,233
gene1139,CP054425.1,100,432,0,0,1,432,1460999,1461430,0,798
gene1140,CP054425.1,100,636,0,0,1,636,1460766,1460131,0,1175
gene1141,CP054425.1,100,270,0,0,1,270,1458943,1459212,1.36E-136,499
gene1142,CP054425.1,100,936,0,0,1,936,1457730,1458665,0,1729
